날짜,요일,사업장,판매량_m3,판매액_만원
2023-03-17,금,경북 지점,50412.0,5041200.0
2023-03-17,금,경남 지점,19505.06,1950506.0
2023-03-17,금,제주 지점,34055.07,3405507.0
2023-03-18,토,서울 지점,24973.58,2497358.0
2023-03-18,토,부산 지점,39902.69,3990269.0
2023-03-18,토,대구 지점,51860.1,5186010.0
2023-03-18,토,인천 지점,30007.94,3000794.0
2023-03-18,토,광주 지점,39615.7,3961570.0
2023-03-18,토,대전 지점,10511.0,1051100.0
2023-03-18,토,울산 지점,27537.0,2753700.0
2023-03-18,토,경기 지점,41050.68,4105068.0
2023-03-18,토,강원 지점,59526.64,5952664.0
2023-03-18,토,충북 지점,23909.92,2390992.0
2023-03-18,토,충남 지점,18737.07,1873707.0
2023-03-18,토,전북 지점,54784.3,5478430.0
2023-03-18,토,전남 지점,38133.02,3813302.0
2023-03-18,토,경북 지점,59787.58,5978758.0
2023-03-18,토,경남 지점,22707.59,2270759.0
2023-03-18,토,제주 지점,19786.29,1978629.0
2023-03-19,일,서울 지점,27786.17,2778617.0
2023-03-19,일,부산 지점,38893.61,3889361.0
2023-03-19,일,대구 지점,13820.82,1382082.0
2023-03-19,일,인천 지점,29443.66,2944366.0
2023-03-19,일,광주 지점,13283.27,1328327.0
2023-03-19,일,대전 지점,42890.46,4289046.0
2023-03-19,일,울산 지점,27204.45,2720445.0
2023-03-19,일,경기 지점,58532.65,5853265.0
2023-03-19,일,강원 지점,15157.92,1515792.0
2023-03-19,일,충북 지점,54716.17,5471617.0
2023-03-19,일,충남 지점,11312.84,1131284.0
2023-03-19,일,전북 지점,42746.87,4274687.0
2023-03-19,일,전남 지점,57396.63,5739663.0
2023-03-19,일,경북 지점,45366.07,4536607.0
2023-03-19,일,경남 지점,11530.66,1153066.0
2023-03-19,일,제주 지점,42859.0,4285900.0
2023-03-20,월,서울 지점,24425.06,2442506.0
2023-03-20,월,부산 지점,46479.83,4647983.0
2023-03-20,월,대구 지점,32602.83,3260283.0
2023-03-20,월,인천 지점,40922.23,4092223.0
2023-03-20,월,광주 지점,11185.25,1118525.0
2023-03-20,월,대전 지점,24014.14,2401414.0
2023-03-20,월,울산 지점,25095.34,2509534.0
2023-03-20,월,경기 지점,32381.59,3238159.0
2023-03-20,월,강원 지점,54031.23,5403123.0
2023-03-20,월,충북 지점,28458.83,2845883.0
2023-03-20,월,충남 지점,45180.65,4518065.0
2023-03-20,월,전북 지점,27839.25,2783925.0
2023-03-20,월,전남 지점,20049.37,2004937.0
2023-03-20,월,경북 지점,33144.51,3314451.0
2023-03-20,월,경남 지점,22183.59,2218359.0
2023-03-20,월,제주 지점,12637.21,1263721.0
2023-03-21,화,서울 지점,20709.72,2070972.0
2023-03-21,화,부산 지점,14131.63,1413163.0
2023-03-21,화,대구 지점,12371.64,1237164.0
2023-03-21,화,인천 지점,46929.63,4692963.0
2023-03-21,화,광주 지점,44755.94,4475594.0
2023-03-21,화,대전 지점,17674.81,1767481.0
2023-03-21,화,울산 지점,12037.31,1203731.0
2023-03-21,화,경기 지점,11187.92,1118792.0
2023-03-21,화,강원 지점,46573.62,4657362.0
2023-03-21,화,충북 지점,31168.07,3116807.0
2023-03-21,화,충남 지점,31481.0,3148100.0
2023-03-21,화,전북 지점,13186.69,1318669.0
2023-03-21,화,전남 지점,50062.77,5006277.0
2023-03-21,화,경북 지점,24588.79,2458879.0
2023-03-21,화,경남 지점,30996.11,3099611.0
2023-03-21,화,제주 지점,32099.07,3209907.0
2023-03-22,수,서울 지점,54101.49,5410149.0
2023-03-22,수,부산 지점,51662.25,5166225.0
2023-03-22,수,대구 지점,26429.26,2642926.0
2023-03-22,수,인천 지점,13676.05,1367605.0
2023-03-22,수,광주 지점,37859.78,3785978.0
2023-03-22,수,대전 지점,23711.21,2371121.0
2023-03-22,수,울산 지점,25440.86,2544086.0
2023-03-22,수,경기 지점,54124.26,5412426.0
2023-03-22,수,강원 지점,46818.1,4681810.0
2023-03-22,수,충북 지점,29489.71,2948971.0
2023-03-22,수,충남 지점,42363.45,4236345.0
2023-03-22,수,전북 지점,19571.67,1957167.0
2023-03-22,수,전남 지점,43373.08,4337308.0
2023-03-22,수,경북 지점,13131.44,1313144.0
2023-03-22,수,경남 지점,42831.23,4283123.0
2023-03-22,수,제주 지점,54333.26,5433326.0
2023-03-23,목,서울 지점,39025.2,3902520.0
2023-03-23,목,부산 지점,27020.19,2702019.0
2023-03-23,목,대구 지점,37917.59,3791759.0
2023-03-23,목,인천 지점,26560.6,2656060.0
2023-03-23,목,광주 지점,24577.93,2457793.0
2023-03-23,목,대전 지점,10245.86,1024586.0
2023-03-23,목,울산 지점,22586.94,2258694.0
2023-03-23,목,경기 지점,54696.51,5469651.0
2023-03-23,목,강원 지점,18957.31,1895731.0
2023-03-23,목,충북 지점,41666.19,4166619.0
2023-03-23,목,충남 지점,40681.74,4068174.0
2023-03-23,목,전북 지점,21284.82,2128482.0
2023-03-23,목,전남 지점,48586.26,4858626.0
2023-03-23,목,경북 지점,31964.61,3196461.0
2023-03-23,목,경남 지점,49860.48,4986048.0
2023-03-23,목,제주 지점,10616.54,1061654.0
2023-03-24,금,서울 지점,17448.01,1744801.0
2023-03-24,금,부산 지점,28777.76,2877776.0
2023-03-24,금,대구 지점,33751.2,3375120.0
2023-03-24,금,인천 지점,37316.73,3731673.0
2023-03-24,금,광주 지점,49436.46,4943646.0
2023-03-24,금,대전 지점,55150.47,5515047.0
2023-03-24,금,울산 지점,25861.82,2586182.0
2023-03-24,금,경기 지점,54345.92,5434592.0
2023-03-24,금,강원 지점,23317.01,2331701.0
2023-03-24,금,충북 지점,13578.4,1357840.0
2023-03-24,금,충남 지점,38992.43,3899243.0
2023-03-24,금,전북 지점,43306.74,4330674.0
2023-03-24,금,전남 지점,24769.55,2476955.0
2023-03-24,금,경북 지점,18478.84,1847884.0
2023-03-24,금,경남 지점,14846.66,1484666.0
2023-03-24,금,제주 지점,32046.93,3204693.0
2023-03-25,토,서울 지점,30446.88,3044688.0
2023-03-25,토,부산 지점,24250.23,2425023.0
2023-03-25,토,대구 지점,21044.63,2104463.0
2023-03-25,토,인천 지점,11952.61,1195261.0
2023-03-25,토,광주 지점,44449.39,4444939.0
2023-03-25,토,대전 지점,29538.27,2953827.0
2023-03-25,토,울산 지점,20794.57,2079457.0
2023-03-25,토,경기 지점,35799.4,3579940.0
2023-03-25,토,강원 지점,54037.04,5403704.0
2023-03-25,토,충북 지점,21622.85,2162285.0
2023-03-25,토,충남 지점,40664.12,4066412.0
2023-03-25,토,전북 지점,55894.32,5589432.0
2023-03-25,토,전남 지점,29051.01,2905101.0
2023-03-25,토,경북 지점,57429.71,5742971.0
2023-03-25,토,경남 지점,10631.19,1063119.0
2023-03-25,토,제주 지점,15939.45,1593945.0
2023-03-26,일,서울 지점,36651.61,3665161.0
2023-03-26,일,부산 지점,34931.05,3493105.0
2023-03-26,일,대구 지점,59125.42,5912542.0
2023-03-26,일,인천 지점,17149.02,1714902.0
2023-03-26,일,광주 지점,59536.76,5953676.0
2023-03-26,일,대전 지점,52598.06,5259806.0
2023-03-26,일,울산 지점,21138.63,2113863.0
2023-03-26,일,경기 지점,28375.84,2837584.0
2023-03-26,일,강원 지점,15986.82,1598682.0
2023-03-26,일,충북 지점,55437.23,5543723.0
2023-03-26,일,충남 지점,29281.01,2928101.0
2023-03-26,일,전북 지점,11938.43,1193843.0
2023-03-26,일,전남 지점,38876.03,3887603.0
2023-03-26,일,경북 지점,22891.77,2289177.0
2023-03-26,일,경남 지점,29217.91,2921791.0
2023-03-26,일,제주 지점,33475.7,3347570.0
2023-03-27,월,서울 지점,13810.12,1381012.0
2023-03-27,월,부산 지점,34461.39,3446139.0
2023-03-27,월,대구 지점,24428.65,2442865.0
2023-03-27,월,인천 지점,45611.01,4561101.0
2023-03-27,월,광주 지점,22797.22,2279722.0
2023-03-27,월,대전 지점,57208.75,5720875.0
2023-03-27,월,울산 지점,47121.02,4712102.0
2023-03-27,월,경기 지점,15980.75,1598075.0
2023-03-27,월,강원 지점,16994.07,1699407.0
2023-03-27,월,충북 지점,27965.19,2796519.0
2023-03-27,월,충남 지점,11364.11,1136411.0
2023-03-27,월,전북 지점,12449.02,1244902.0
2023-03-27,월,전남 지점,45935.7,4593570.0
2023-03-27,월,경북 지점,26364.99,2636499.0
2023-03-27,월,경남 지점,20180.78,2018078.0
2023-03-27,월,제주 지점,28407.66,2840766.0
2023-03-28,화,서울 지점,59132.92,5913292.0
2023-03-28,화,부산 지점,55121.46,5512146.0
2023-03-28,화,대구 지점,22731.47,2273147.0
2023-03-28,화,인천 지점,13821.11,1382111.0
2023-03-28,화,광주 지점,26410.22,2641022.0
2023-03-28,화,대전 지점,10446.64,1044664.0
2023-03-28,화,울산 지점,21087.4,2108740.0
2023-03-28,화,경기 지점,41225.15,4122515.0
2023-03-28,화,강원 지점,14488.22,1448822.0
2023-03-28,화,충북 지점,18603.55,1860355.0
2023-03-28,화,충남 지점,31572.89,3157289.0
2023-03-28,화,전북 지점,45752.56,4575256.0
2023-03-28,화,전남 지점,36370.51,3637051.0
2023-03-28,화,경북 지점,46659.6,4665960.0
2023-03-28,화,경남 지점,14626.88,1462688.0
2023-03-28,화,제주 지점,18065.73,1806573.0
2023-03-29,수,서울 지점,54523.3,5452330.0
2023-03-29,수,부산 지점,57983.76,5798376.0
2023-03-29,수,대구 지점,51033.54,5103354.0
2023-03-29,수,인천 지점,46007.6,4600760.0
2023-03-29,수,광주 지점,12582.16,1258216.0
2023-03-29,수,대전 지점,59929.31,5992931.0
2023-03-29,수,울산 지점,20541.45,2054145.0
2023-03-29,수,경기 지점,30583.16,3058316.0
2023-03-29,수,강원 지점,41433.67,4143367.0
2023-03-29,수,충북 지점,37126.96,3712696.0
2023-03-29,수,충남 지점,59544.63,5954463.0
2023-03-29,수,전북 지점,39639.16,3963916.0
2023-03-29,수,전남 지점,21088.76,2108876.0
2023-03-29,수,경북 지점,38173.82,3817382.0
2023-03-29,수,경남 지점,26267.62,2626762.0
2023-03-29,수,제주 지점,43274.93,4327493.0
2023-03-30,목,서울 지점,11965.41,1196541.0
2023-03-30,목,부산 지점,23820.81,2382081.0
2023-03-30,목,대구 지점,37417.19,3741719.0
2023-03-30,목,인천 지점,48839.59,4883959.0
2023-03-30,목,광주 지점,51671.93,5167193.0
2023-03-30,목,대전 지점,55722.58,5572258.0
2023-03-30,목,울산 지점,28914.28,2891428.0
2023-03-30,목,경기 지점,39364.64,3936464.0
2023-03-30,목,강원 지점,39294.06,3929406.0
2023-03-30,목,충북 지점,54971.55,5497155.0
2023-03-30,목,충남 지점,52310.96,5231096.0
2023-03-30,목,전북 지점,31226.11,3122611.0
2023-03-30,목,전남 지점,39750.82,3975082.0
2023-03-30,목,경북 지점,55785.52,5578552.0
2023-03-30,목,경남 지점,59991.22,5999122.0
2023-03-30,목,제주 지점,46925.16,4692516.0
2023-03-31,금,서울 지점,13426.83,1342683.0
2023-03-31,금,부산 지점,54592.18,5459218.0
2023-03-31,금,대구 지점,33894.12,3389412.0
2023-03-31,금,인천 지점,27531.81,2753181.0
2023-03-31,금,광주 지점,24506.37,2450637.0
2023-03-31,금,대전 지점,50184.66,5018466.0
2023-03-31,금,울산 지점,54914.65,5491465.0
2023-03-31,금,경기 지점,44287.42,4428742.0
2023-03-31,금,강원 지점,12979.06,1297906.0
2023-03-31,금,충북 지점,59341.52,5934152.0
2023-03-31,금,충남 지점,37888.04,3788804.0
2023-03-31,금,전북 지점,51372.71,5137271.0
2023-03-31,금,전남 지점,46057.46,4605746.0
2023-03-31,금,경북 지점,26764.27,2676427.0
2023-03-31,금,경남 지점,55893.54,5589354.0
2023-03-31,금,제주 지점,25241.07,2524107.0
2023-04-01,토,서울 지점,58987.58,5898758.0
2023-04-01,토,부산 지점,59199.28,5919928.0
2023-04-01,토,대구 지점,12159.15,1215915.0
2023-04-01,토,인천 지점,16463.01,1646301.0
2023-04-01,토,광주 지점,21720.61,2172061.0
2023-04-01,토,대전 지점,28463.56,2846356.0
2023-04-01,토,울산 지점,42672.12,4267212.0
2023-04-01,토,경기 지점,28256.61,2825661.0
2023-04-01,토,강원 지점,56866.21,5686621.0
2023-04-01,토,충북 지점,33805.65,3380565.0
2023-04-01,토,충남 지점,37866.82,3786682.0
2023-04-01,토,전북 지점,41315.18,4131518.0
2023-04-01,토,전남 지점,31271.82,3127182.0
2023-04-01,토,경북 지점,41731.13,4173113.0
2023-04-01,토,경남 지점,14480.3,1448030.0
2023-04-01,토,제주 지점,35103.46,3510346.0
2023-04-02,일,서울 지점,26510.97,2651097.0
2023-04-02,일,부산 지점,20102.37,2010237.0
2023-04-02,일,대구 지점,11887.26,1188726.0
2023-04-02,일,인천 지점,49045.1,4904510.0
2023-04-02,일,광주 지점,16068.66,1606866.0
2023-04-02,일,대전 지점,18548.5,1854850.0
2023-04-02,일,울산 지점,18408.04,1840804.0
2023-04-02,일,경기 지점,59021.39,5902139.0
2023-04-02,일,강원 지점,22669.13,2266913.0
2023-04-02,일,충북 지점,19313.8,1931380.0
2023-04-02,일,충남 지점,58461.83,5846183.0
2023-04-02,일,전북 지점,41360.59,4136059.0
2023-04-02,일,전남 지점,44124.21,4412421.0
2023-04-02,일,경북 지점,50745.84,5074584.0
2023-04-02,일,경남 지점,37312.87,3731287.0
2023-04-02,일,제주 지점,37139.91,3713991.0
2023-04-03,월,서울 지점,59915.38,5991538.0
2023-04-03,월,부산 지점,44495.07,4449507.0
2023-04-03,월,대구 지점,45575.75,4557575.0
2023-04-03,월,인천 지점,14408.12,1440812.0
2023-04-03,월,광주 지점,15714.41,1571441.0
2023-04-03,월,대전 지점,35384.78,3538478.0
2023-04-03,월,울산 지점,46435.79,4643579.0
2023-04-03,월,경기 지점,47693.03,4769303.0
2023-04-03,월,강원 지점,49173.96,4917396.0
2023-04-03,월,충북 지점,45640.67,4564067.0
2023-04-03,월,충남 지점,15862.84,1586284.0
2023-04-03,월,전북 지점,51695.91,5169591.0
2023-04-03,월,전남 지점,48337.3,4833730.0
2023-04-03,월,경북 지점,28672.75,2867275.0
2023-04-03,월,경남 지점,30434.14,3043414.0
2023-04-03,월,제주 지점,37678.26,3767826.0
2023-04-04,화,서울 지점,59641.71,5964171.0
2023-04-04,화,부산 지점,47210.32,4721032.0
2023-04-04,화,대구 지점,51889.01,5188901.0
2023-04-04,화,인천 지점,20282.98,2028298.0
2023-04-04,화,광주 지점,35288.05,3528805.0
2023-04-04,화,대전 지점,38132.71,3813271.0
2023-04-04,화,울산 지점,12211.85,1221185.0
2023-04-04,화,경기 지점,15574.97,1557497.0
2023-04-04,화,강원 지점,20721.62,2072162.0
2023-04-04,화,충북 지점,54169.68,5416968.0
2023-04-04,화,충남 지점,48758.82,4875882.0
2023-04-04,화,전북 지점,34315.7,3431570.0
2023-04-04,화,전남 지점,49210.48,4921048.0
2023-04-04,화,경북 지점,36062.72,3606272.0
2023-04-04,화,경남 지점,56095.63,5609563.0
2023-04-04,화,제주 지점,24262.02,2426202.0
2023-04-05,수,서울 지점,15942.84,1594284.0
2023-04-05,수,부산 지점,12451.51,1245151.0
2023-04-05,수,대구 지점,31910.81,3191081.0
2023-04-05,수,인천 지점,25263.32,2526332.0
2023-04-05,수,광주 지점,58369.7,5836970.0
2023-04-05,수,대전 지점,54119.54,5411954.0
2023-04-05,수,울산 지점,31496.72,3149672.0
2023-04-05,수,경기 지점,10830.91,1083091.0
2023-04-05,수,강원 지점,14700.2,1470020.0
2023-04-05,수,충북 지점,20770.7,2077070.0
2023-04-05,수,충남 지점,29612.26,2961226.0
2023-04-05,수,전북 지점,50084.15,5008415.0
2023-04-05,수,전남 지점,52640.52,5264052.0
2023-04-05,수,경북 지점,59954.98,5995498.0
2023-04-05,수,경남 지점,36556.37,3655637.0
2023-04-05,수,제주 지점,57403.38,5740338.0
2023-04-06,목,서울 지점,42659.23,4265923.0
2023-04-06,목,부산 지점,33897.87,3389787.0
2023-04-06,목,대구 지점,16750.74,1675074.0
2023-04-06,목,인천 지점,55829.93,5582993.0
2023-04-06,목,광주 지점,54691.81,5469181.0
2023-04-06,목,대전 지점,53971.75,5397175.0
2023-04-06,목,울산 지점,58183.86,5818386.0
2023-04-06,목,경기 지점,50952.95,5095295.0
2023-04-06,목,강원 지점,10277.38,1027738.0
2023-04-06,목,충북 지점,45752.0,4575200.0
2023-04-06,목,충남 지점,30791.85,3079185.0
2023-04-06,목,전북 지점,57205.73,5720573.0
2023-04-06,목,전남 지점,49216.26,4921626.0
2023-04-06,목,경북 지점,50156.81,5015681.0
2023-04-06,목,경남 지점,15441.26,1544126.0
2023-04-06,목,제주 지점,33210.13,3321013.0
2023-04-07,금,서울 지점,32792.43,3279243.0
2023-04-07,금,부산 지점,34728.51,3472851.0
2023-04-07,금,대구 지점,49809.23,4980923.0
2023-04-07,금,인천 지점,21024.61,2102461.0
2023-04-07,금,광주 지점,18972.1,1897210.0
2023-04-07,금,대전 지점,52894.6,5289460.0
2023-04-07,금,울산 지점,51740.95,5174095.0
2023-04-07,금,경기 지점,43310.17,4331017.0
2023-04-07,금,강원 지점,13127.59,1312759.0
2023-04-07,금,충북 지점,46002.55,4600255.0
2023-04-07,금,충남 지점,15394.7,1539470.0
2023-04-07,금,전북 지점,29843.1,2984310.0
2023-04-07,금,전남 지점,51968.31,5196831.0
2023-04-07,금,경북 지점,11530.98,1153098.0
2023-04-07,금,경남 지점,41713.83,4171383.0
2023-04-07,금,제주 지점,37619.06,3761906.0
2023-04-08,토,서울 지점,28844.09,2884409.0
2023-04-08,토,부산 지점,20654.34,2065434.0
2023-04-08,토,대구 지점,18283.52,1828352.0
2023-04-08,토,인천 지점,52001.63,5200163.0
2023-04-08,토,광주 지점,15531.26,1553126.0
2023-04-08,토,대전 지점,58258.41,5825841.0
2023-04-08,토,울산 지점,19804.8,1980480.0
2023-04-08,토,경기 지점,46067.78,4606778.0
2023-04-08,토,강원 지점,37862.22,3786222.0
2023-04-08,토,충북 지점,28718.79,2871879.0
2023-04-08,토,충남 지점,55711.42,5571142.0
2023-04-08,토,전북 지점,11707.65,1170765.0
2023-04-08,토,전남 지점,48350.95,4835095.0
2023-04-08,토,경북 지점,46981.88,4698188.0
2023-04-08,토,경남 지점,51780.23,5178023.0
2023-04-08,토,제주 지점,54585.29,5458529.0
2023-04-09,일,서울 지점,32865.79,3286579.0
2023-04-09,일,부산 지점,43754.46,4375446.0
2023-04-09,일,대구 지점,38761.62,3876162.0
2023-04-09,일,인천 지점,39586.08,3958608.0
2023-04-09,일,광주 지점,11248.4,1124840.0
2023-04-09,일,대전 지점,58141.51,5814151.0
2023-04-09,일,울산 지점,18104.68,1810468.0
2023-04-09,일,경기 지점,30718.14,3071814.0
2023-04-09,일,강원 지점,45020.43,4502043.0
2023-04-09,일,충북 지점,20653.96,2065396.0
2023-04-09,일,충남 지점,15806.68,1580668.0
2023-04-09,일,전북 지점,54786.8,5478680.0
2023-04-09,일,전남 지점,39022.93,3902293.0
2023-04-09,일,경북 지점,16735.47,1673547.0
2023-04-09,일,경남 지점,53650.78,5365078.0
2023-04-09,일,제주 지점,19433.36,1943336.0
2023-04-10,월,서울 지점,42873.54,4287354.0
2023-04-10,월,부산 지점,52777.16,5277716.0
2023-04-10,월,대구 지점,40984.03,4098403.0
2023-04-10,월,인천 지점,10349.07,1034907.0
2023-04-10,월,광주 지점,42482.01,4248201.0
2023-04-10,월,대전 지점,38387.22,3838722.0
2023-04-10,월,울산 지점,36404.43,3640443.0
2023-04-10,월,경기 지점,25306.89,2530689.0
2023-04-10,월,강원 지점,41323.93,4132393.0
2023-04-10,월,충북 지점,10825.9,1082590.0
2023-04-10,월,충남 지점,35907.68,3590768.0
2023-04-10,월,전북 지점,26411.66,2641166.0
2023-04-10,월,전남 지점,12392.15,1239215.0
2023-04-10,월,경북 지점,23121.2,2312120.0
2023-04-10,월,경남 지점,51833.97,5183397.0
2023-04-10,월,제주 지점,22920.43,2292043.0
2023-04-11,화,서울 지점,33603.0,3360300.0
2023-04-11,화,부산 지점,38261.31,3826131.0
2023-04-11,화,대구 지점,24356.5,2435650.0
2023-04-11,화,인천 지점,37169.36,3716936.0
2023-04-11,화,광주 지점,57772.55,5777255.0
2023-04-11,화,대전 지점,19211.17,1921117.0
2023-04-11,화,울산 지점,54608.48,5460848.0
2023-04-11,화,경기 지점,38057.32,3805732.0
2023-04-11,화,강원 지점,48965.03,4896503.0
2023-04-11,화,충북 지점,39956.61,3995661.0
2023-04-11,화,충남 지점,25264.88,2526488.0
2023-04-11,화,전북 지점,38731.68,3873168.0
2023-04-11,화,전남 지점,31303.24,3130324.0
2023-04-11,화,경북 지점,39690.23,3969023.0
2023-04-11,화,경남 지점,38270.61,3827061.0
2023-04-11,화,제주 지점,43901.49,4390149.0
2023-04-12,수,서울 지점,46253.79,4625379.0
2023-04-12,수,부산 지점,37384.4,3738440.0
2023-04-12,수,대구 지점,50535.63,5053563.0
2023-04-12,수,인천 지점,44290.96,4429096.0
2023-04-12,수,광주 지점,22705.79,2270579.0
2023-04-12,수,대전 지점,56938.81,5693881.0
2023-04-12,수,울산 지점,13552.02,1355202.0
2023-04-12,수,경기 지점,41650.15,4165015.0
2023-04-12,수,강원 지점,40615.91,4061591.0
2023-04-12,수,충북 지점,32221.02,3222102.0
2023-04-12,수,충남 지점,33862.04,3386204.0
2023-04-12,수,전북 지점,48874.51,4887451.0
2023-04-12,수,전남 지점,46111.2,4611120.0
2023-04-12,수,경북 지점,30714.7,3071470.0
2023-04-12,수,경남 지점,20709.07,2070907.0
2023-04-12,수,제주 지점,13089.32,1308932.0
2023-04-13,목,서울 지점,46210.61,4621061.0
2023-04-13,목,부산 지점,44815.25,4481525.0
2023-04-13,목,대구 지점,24233.41,2423341.0
2023-04-13,목,인천 지점,57649.62,5764962.0
2023-04-13,목,광주 지점,42539.91,4253991.0
2023-04-13,목,대전 지점,43292.86,4329286.0
2023-04-13,목,울산 지점,38166.52,3816652.0
2023-04-13,목,경기 지점,42306.86,4230686.0
2023-04-13,목,강원 지점,59953.25,5995325.0
2023-04-13,목,충북 지점,50075.09,5007509.0
2023-04-13,목,충남 지점,31125.84,3112584.0
2023-04-13,목,전북 지점,19747.79,1974779.0
2023-04-13,목,전남 지점,47665.64,4766564.0
2023-04-13,목,경북 지점,53954.82,5395482.0
2023-04-13,목,경남 지점,36136.93,3613693.0
2023-04-13,목,제주 지점,56175.04,5617504.0
2023-04-14,금,서울 지점,37916.4,3791640.0
2023-04-14,금,부산 지점,20830.56,2083056.0
2023-04-14,금,대구 지점,31301.17,3130117.0
2023-04-14,금,인천 지점,31082.96,3108296.0
2023-04-14,금,광주 지점,18709.82,1870982.0
2023-04-14,금,대전 지점,44383.65,4438365.0
2023-04-14,금,울산 지점,52112.84,5211284.0
2023-04-14,금,경기 지점,20446.27,2044627.0
2023-04-14,금,강원 지점,48395.0,4839500.0
2023-04-14,금,충북 지점,17287.52,1728752.0
2023-04-14,금,충남 지점,26606.22,2660622.0
2023-04-14,금,전북 지점,46973.83,4697383.0
2023-04-14,금,전남 지점,29994.46,2999446.0
2023-04-14,금,경북 지점,10399.75,1039975.0
2023-04-14,금,경남 지점,50724.64,5072464.0
2023-04-14,금,제주 지점,21213.66,2121366.0
2023-04-15,토,서울 지점,52761.7,5276170.0
2023-04-15,토,부산 지점,22714.41,2271441.0
2023-04-15,토,대구 지점,22740.7,2274070.0
2023-04-15,토,인천 지점,54189.21,5418921.0
2023-04-15,토,광주 지점,27474.57,2747457.0
2023-04-15,토,대전 지점,43332.13,4333213.0
2023-04-15,토,울산 지점,27851.7,2785170.0
2023-04-15,토,경기 지점,37064.97,3706497.0
2023-04-15,토,강원 지점,48539.5,4853950.0
2023-04-15,토,충북 지점,55923.99,5592399.0
2023-04-15,토,충남 지점,42591.0,4259100.0
2023-04-15,토,전북 지점,29037.4,2903740.0
2023-04-15,토,전남 지점,29703.61,2970361.0
2023-04-15,토,경북 지점,17804.0,1780400.0
2023-04-15,토,경남 지점,38273.84,3827384.0
2023-04-15,토,제주 지점,52112.24,5211224.0
2023-04-16,일,서울 지점,16508.23,1650823.0
2023-04-16,일,부산 지점,23051.12,2305112.0
2023-04-16,일,대구 지점,10968.35,1096835.0
2023-04-16,일,인천 지점,36303.82,3630382.0
2023-04-16,일,광주 지점,12909.03,1290903.0
2023-04-16,일,대전 지점,38957.58,3895758.0
2023-04-16,일,울산 지점,24212.39,2421239.0
2023-04-16,일,경기 지점,50135.68,5013568.0
2023-04-16,일,강원 지점,36743.06,3674306.0
2023-04-16,일,충북 지점,34077.63,3407763.0
2023-04-16,일,충남 지점,21581.8,2158180.0
2023-04-16,일,전북 지점,56282.9,5628290.0
2023-04-16,일,전남 지점,57615.25,5761525.0
2023-04-16,일,경북 지점,47706.26,4770626.0
2023-04-16,일,경남 지점,25313.52,2531352.0
2023-04-16,일,제주 지점,49419.03,4941903.0
2023-04-17,월,서울 지점,46212.51,4621251.0
2023-04-17,월,부산 지점,20575.22,2057522.0
2023-04-17,월,대구 지점,14080.12,1408012.0
2023-04-17,월,인천 지점,19650.93,1965093.0
2023-04-17,월,광주 지점,53340.9,5334090.0
2023-04-17,월,대전 지점,17821.0,1782100.0
2023-04-17,월,울산 지점,49603.47,4960347.0
2023-04-17,월,경기 지점,25922.6,2592260.0
2023-04-17,월,강원 지점,46173.75,4617375.0
2023-04-17,월,충북 지점,54972.51,5497251.0
2023-04-17,월,충남 지점,49406.75,4940675.0
2023-04-17,월,전북 지점,36869.37,3686937.0
2023-04-17,월,전남 지점,10242.86,1024286.0
2023-04-17,월,경북 지점,16891.78,1689178.0
2023-04-17,월,경남 지점,49171.51,4917151.0
2023-04-17,월,제주 지점,14858.19,1485819.0
2023-04-18,화,서울 지점,58658.24,5865824.0
2023-04-18,화,부산 지점,58514.3,5851430.0
2023-04-18,화,대구 지점,24696.21,2469621.0
2023-04-18,화,인천 지점,11709.61,1170961.0
2023-04-18,화,광주 지점,47344.09,4734409.0
2023-04-18,화,대전 지점,19557.95,1955795.0
2023-04-18,화,울산 지점,46668.52,4666852.0
2023-04-18,화,경기 지점,26747.89,2674789.0
2023-04-18,화,강원 지점,28639.66,2863966.0
2023-04-18,화,충북 지점,40046.69,4004669.0
2023-04-18,화,충남 지점,18194.83,1819483.0
2023-04-18,화,전북 지점,58474.97,5847497.0
2023-04-18,화,전남 지점,12168.22,1216822.0
2023-04-18,화,경북 지점,57391.35,5739135.0
2023-04-18,화,경남 지점,24928.69,2492869.0
2023-04-18,화,제주 지점,43322.5,4332250.0
2023-04-19,수,서울 지점,59898.81,5989881.0
2023-04-19,수,부산 지점,21848.88,2184888.0
2023-04-19,수,대구 지점,33759.94,3375994.0
2023-04-19,수,인천 지점,11175.11,1117511.0
2023-04-19,수,광주 지점,20737.37,2073737.0
2023-04-19,수,대전 지점,16933.41,1693341.0
2023-04-19,수,울산 지점,47708.42,4770842.0
2023-04-19,수,경기 지점,44613.79,4461379.0
2023-04-19,수,강원 지점,34442.42,3444242.0
2023-04-19,수,충북 지점,10087.64,1008764.0
2023-04-19,수,충남 지점,20288.07,2028807.0
2023-04-19,수,전북 지점,43820.67,4382067.0
2023-04-19,수,전남 지점,10668.02,1066802.0
2023-04-19,수,경북 지점,39134.27,3913427.0
2023-04-19,수,경남 지점,18047.7,1804770.0
2023-04-19,수,제주 지점,39100.54,3910054.0
2023-04-20,목,서울 지점,49545.13,4954513.0
2023-04-20,목,부산 지점,53711.7,5371170.0
2023-04-20,목,대구 지점,31620.49,3162049.0
2023-04-20,목,인천 지점,40171.96,4017196.0
2023-04-20,목,광주 지점,36659.59,3665959.0
2023-04-20,목,대전 지점,36997.1,3699710.0
