연월,사업장,지역,고객_카테고리,판매량_m3,판매액_만원,고객수,평균_사용량
2023-01,대구 지점,대구,산업용,22060.4,2558145.0,2953,4.45
2023-01,대구 지점,대구,발전용,16626.62,1383781.0,1140,5.97
2023-01,인천 지점,인천,주택용,25526.51,2595563.0,2362,7.67
2023-01,인천 지점,인천,상업용,18341.48,2175247.0,3777,141.09
2023-01,인천 지점,인천,산업용,33645.54,3498273.0,1512,11.85
2023-01,인천 지점,인천,발전용,12288.55,1230438.0,3075,10.69
2023-01,광주 지점,광주,주택용,28385.94,2967030.0,1020,11.27
2023-01,광주 지점,광주,상업용,13935.34,1181410.0,2968,5.33
2023-01,광주 지점,광주,산업용,43403.79,4420672.0,431,66.78
2023-01,광주 지점,광주,발전용,11338.32,953277.0,2837,3.98
2023-01,대전 지점,대전,주택용,19782.52,2147322.0,4341,4.2
2023-01,대전 지점,대전,상업용,10288.68,1135404.0,532,8.06
2023-01,대전 지점,대전,산업용,31205.71,3225917.0,2613,16.66
2023-01,대전 지점,대전,발전용,31285.16,3651319.0,4521,28.6
2023-01,울산 지점,울산,주택용,30051.69,2531874.0,544,15.92
2023-01,울산 지점,울산,상업용,9642.9,803065.0,2950,2.46
2023-01,울산 지점,울산,산업용,28315.21,2577759.0,1189,15.98
2023-01,울산 지점,울산,발전용,23871.26,2447986.0,1321,8.06
2023-01,경기 지점,경기,주택용,34308.71,3228490.0,2781,12.41
2023-01,경기 지점,경기,상업용,12088.46,1249113.0,4030,5.57
2023-01,경기 지점,경기,산업용,23755.24,2331408.0,1015,6.53
2023-01,경기 지점,경기,발전용,30650.9,3191184.0,4794,61.92
2023-01,강원 지점,강원,주택용,23497.46,2174434.0,4279,5.26
2023-01,강원 지점,강원,상업용,16608.0,1641748.0,222,4.35
2023-01,강원 지점,강원,산업용,24917.07,2616384.0,3654,5.43
2023-01,강원 지점,강원,발전용,9850.19,800809.0,120,2.95
2023-01,충북 지점,충북,주택용,28151.28,3074033.0,1192,20.36
2023-01,충북 지점,충북,상업용,14202.37,1308108.0,342,4.9
2023-01,충북 지점,충북,산업용,36229.31,3145883.0,1957,41.69
2023-01,충북 지점,충북,발전용,11663.56,1045551.0,1539,3.7
2023-01,충남 지점,충남,주택용,18658.04,1641169.0,1170,17.37
2023-01,충남 지점,충남,상업용,8722.53,723106.0,2527,4.15
2023-01,충남 지점,충남,산업용,20519.06,1918296.0,2613,5.26
2023-01,충남 지점,충남,발전용,16943.36,1879249.0,1477,3.78
2023-01,전북 지점,전북,주택용,23997.61,2309931.0,2623,6.52
2023-01,전북 지점,전북,상업용,9041.28,932541.0,4863,6.85
2023-01,전북 지점,전북,산업용,33170.17,3516999.0,934,11.35
2023-01,전북 지점,전북,발전용,24587.08,2375265.0,1164,10.6
2023-01,전남 지점,전남,주택용,26912.46,2516290.0,1314,5.96
2023-01,전남 지점,전남,상업용,13678.26,1160180.0,1894,67.05
2023-01,전남 지점,전남,산업용,20156.12,2337718.0,478,5.94
2023-01,전남 지점,전남,발전용,31642.82,3512457.0,1988,6.57
2023-01,경북 지점,경북,주택용,26390.54,2516546.0,609,13.72
2023-01,경북 지점,경북,상업용,11301.39,1080157.0,1322,3.0
2023-01,경북 지점,경북,산업용,38100.92,3075070.0,1811,42.05
2023-01,경북 지점,경북,발전용,17928.4,1697705.0,4035,8.88
2023-01,경남 지점,경남,주택용,20256.62,2376842.0,4160,40.19
2023-01,경남 지점,경남,상업용,8507.73,706728.0,1515,2.3
2023-01,경남 지점,경남,산업용,36227.56,4316760.0,1569,7.51
2023-01,경남 지점,경남,발전용,12085.81,1335455.0,897,13.75
2023-01,제주 지점,제주,주택용,19292.6,1599808.0,121,12.06
2023-01,제주 지점,제주,상업용,15265.47,1244153.0,4762,3.45
2023-01,제주 지점,제주,산업용,42663.38,4562609.0,444,15.18
2023-01,제주 지점,제주,발전용,16959.74,1785605.0,843,30.18
2023-02,서울 지점,서울,주택용,16891.65,1809070.0,764,11.6
2023-02,서울 지점,서울,상업용,12618.47,1097137.0,3470,8.45
2023-02,서울 지점,서울,산업용,42626.18,3887110.0,697,86.82
2023-02,서울 지점,서울,발전용,27164.17,2714450.0,1259,16.65
2023-02,부산 지점,부산,주택용,36938.78,3043405.0,2523,10.05
2023-02,부산 지점,부산,상업용,11451.95,1010163.0,4698,2.4
2023-02,부산 지점,부산,산업용,48391.53,4392824.0,335,13.45
2023-02,부산 지점,부산,발전용,13168.08,1257417.0,4028,4.54
2023-02,대구 지점,대구,주택용,32662.08,3347399.0,232,11.12
2023-02,대구 지점,대구,상업용,7690.98,837652.0,2838,5.28
2023-02,대구 지점,대구,산업용,40499.78,4133712.0,2389,37.99
2023-02,대구 지점,대구,발전용,18159.83,1976679.0,3166,11.78
2023-02,인천 지점,인천,주택용,34454.38,3724277.0,2192,10.51
2023-02,인천 지점,인천,상업용,9888.03,968665.0,937,2.11
2023-02,인천 지점,인천,산업용,35914.24,3055401.0,1910,7.95
2023-02,인천 지점,인천,발전용,13848.62,1634416.0,2830,9.77
2023-02,광주 지점,광주,주택용,16359.98,1563147.0,2936,41.73
2023-02,광주 지점,광주,상업용,15331.49,1599188.0,1066,15.5
2023-02,광주 지점,광주,산업용,40699.94,3710769.0,4790,17.13
2023-02,광주 지점,광주,발전용,26069.76,2328449.0,3056,17.59
2023-02,대전 지점,대전,주택용,38665.76,3382337.0,3764,12.53
2023-02,대전 지점,대전,상업용,8001.85,677118.0,4137,11.91
2023-02,대전 지점,대전,산업용,37960.88,4121887.0,2471,20.85
2023-02,대전 지점,대전,발전용,24287.47,2619513.0,292,8.76
2023-02,울산 지점,울산,주택용,19684.56,1806730.0,2613,21.92
2023-02,울산 지점,울산,상업용,7737.69,719149.0,613,3.91
2023-02,울산 지점,울산,산업용,39052.45,3780667.0,2308,33.12
2023-02,울산 지점,울산,발전용,25795.66,2445936.0,3644,10.65
2023-02,경기 지점,경기,주택용,32624.05,3224171.0,4925,47.42
2023-02,경기 지점,경기,상업용,15353.82,1688306.0,4898,7.11
2023-02,경기 지점,경기,산업용,38891.55,3680740.0,4398,10.05
2023-02,경기 지점,경기,발전용,24358.48,2249118.0,122,10.58
2023-02,강원 지점,강원,주택용,33049.6,2907929.0,4139,15.04
2023-02,강원 지점,강원,상업용,15821.58,1881306.0,2077,5.53
2023-02,강원 지점,강원,산업용,47675.67,4861633.0,3317,13.26
2023-02,강원 지점,강원,발전용,18140.83,1777659.0,3401,49.03
2023-02,충북 지점,충북,주택용,29778.31,3452613.0,1685,9.43
2023-02,충북 지점,충북,상업용,16463.79,1592357.0,2986,5.98
2023-02,충북 지점,충북,산업용,34889.62,3832907.0,4666,15.2
2023-02,충북 지점,충북,발전용,11111.4,1042528.0,3463,3.07
2023-02,충남 지점,충남,주택용,15979.54,1837312.0,4901,30.67
2023-02,충남 지점,충남,상업용,11636.76,938447.0,2047,8.26
2023-02,충남 지점,충남,산업용,46798.84,5247483.0,2947,10.13
2023-02,충남 지점,충남,발전용,24027.52,2471194.0,842,22.54
2023-02,전북 지점,전북,주택용,26462.02,2693922.0,2015,6.07
2023-02,전북 지점,전북,상업용,11912.11,958962.0,745,2.46
2023-02,전북 지점,전북,산업용,43609.04,4789553.0,3296,29.87
2023-02,전북 지점,전북,발전용,23998.01,2374941.0,1205,16.15
2023-02,전남 지점,전남,주택용,39645.69,3177730.0,3347,14.73
2023-02,전남 지점,전남,상업용,19139.38,2206545.0,2540,3.91
2023-02,전남 지점,전남,산업용,42053.84,4352317.0,4763,9.49
2023-02,전남 지점,전남,발전용,27427.66,2501902.0,2847,5.74
2023-02,경북 지점,경북,주택용,16421.09,1714842.0,1643,9.18
2023-02,경북 지점,경북,상업용,14720.76,1652716.0,4621,12.03
2023-02,경북 지점,경북,산업용,21485.66,2151259.0,3047,6.49
2023-02,경북 지점,경북,발전용,20521.88,1915066.0,1975,4.53
2023-02,경남 지점,경남,주택용,19740.83,1656686.0,4037,6.46
2023-02,경남 지점,경남,상업용,17326.41,1953105.0,4717,17.05
2023-02,경남 지점,경남,산업용,24524.47,2754134.0,3464,7.42
2023-02,경남 지점,경남,발전용,29332.77,3440299.0,3449,15.63
2023-02,제주 지점,제주,주택용,30035.67,3522035.0,3501,9.14
2023-02,제주 지점,제주,상업용,9590.63,994108.0,2989,6.49
2023-02,제주 지점,제주,산업용,25280.68,2628191.0,2855,12.62
2023-02,제주 지점,제주,발전용,12184.62,1333231.0,3275,10.17
2023-03,서울 지점,서울,주택용,23002.59,2330034.0,2170,4.67
2023-03,서울 지점,서울,상업용,12444.89,1304225.0,2629,4.78
2023-03,서울 지점,서울,산업용,27495.08,2232370.0,1828,12.94
2023-03,서울 지점,서울,발전용,11861.4,999336.0,2611,21.61
2023-03,부산 지점,부산,주택용,31072.23,3086594.0,3202,15.94
2023-03,부산 지점,부산,상업용,18891.0,2160255.0,322,185.21
2023-03,부산 지점,부산,산업용,30715.53,3050748.0,1399,12.6
2023-03,부산 지점,부산,발전용,23739.16,1993020.0,193,7.69
2023-03,대구 지점,대구,주택용,32959.49,3501852.0,3687,187.27
2023-03,대구 지점,대구,상업용,15840.03,1301074.0,3248,4.88
2023-03,대구 지점,대구,산업용,39298.33,4506971.0,992,15.73
2023-03,대구 지점,대구,발전용,28803.46,3215120.0,2868,202.84
2023-03,인천 지점,인천,주택용,24325.74,2605093.0,2210,23.01
2023-03,인천 지점,인천,상업용,15193.27,1396657.0,1914,8.25
2023-03,인천 지점,인천,산업용,26924.92,2775490.0,1041,6.53
2023-03,인천 지점,인천,발전용,16550.45,1411733.0,3237,21.75
2023-03,광주 지점,광주,주택용,23706.6,2303758.0,4028,14.43
2023-03,광주 지점,광주,상업용,7501.87,625170.0,3953,4.07
2023-03,광주 지점,광주,산업용,36830.57,3920762.0,1748,8.51
2023-03,광주 지점,광주,발전용,16538.86,1482705.0,3703,9.37
2023-03,대전 지점,대전,주택용,12376.93,1008188.0,112,4.03
2023-03,대전 지점,대전,상업용,20091.87,2244392.0,720,5.17
2023-03,대전 지점,대전,산업용,33605.26,3070564.0,4343,15.67
2023-03,대전 지점,대전,발전용,14984.99,1521091.0,4023,40.83
2023-03,울산 지점,울산,주택용,22293.23,2397163.0,4884,16.15
2023-03,울산 지점,울산,상업용,13198.35,1199885.0,3777,34.02
2023-03,울산 지점,울산,산업용,25890.38,2365082.0,4659,5.8
2023-03,울산 지점,울산,발전용,15931.02,1863607.0,596,4.55
2023-03,경기 지점,경기,주택용,20646.54,2125747.0,4931,7.16
2023-03,경기 지점,경기,상업용,16406.14,1630235.0,1503,10.75
2023-03,경기 지점,경기,산업용,32169.25,2690553.0,1175,10.09
2023-03,경기 지점,경기,발전용,28418.37,2586560.0,3753,8.68
2023-03,강원 지점,강원,주택용,19825.59,1971492.0,204,5.41
2023-03,강원 지점,강원,상업용,17945.48,1549378.0,4296,5.56
2023-03,강원 지점,강원,산업용,17180.0,1905523.0,3339,4.14
2023-03,강원 지점,강원,발전용,10396.73,966691.0,3022,3.98
2023-03,충북 지점,충북,주택용,20541.34,2250131.0,464,10.81
2023-03,충북 지점,충북,상업용,16644.23,1712110.0,3973,4.1
2023-03,충북 지점,충북,산업용,27823.98,3082867.0,4607,5.64
2023-03,충북 지점,충북,발전용,18705.78,2043365.0,2732,4.01
2023-03,충남 지점,충남,주택용,32097.28,2634501.0,3867,8.29
2023-03,충남 지점,충남,상업용,12874.11,1224764.0,1854,5.67
2023-03,충남 지점,충남,산업용,43990.03,4401540.0,1703,13.96
2023-03,충남 지점,충남,발전용,29497.69,2808091.0,4905,5.91
2023-03,전북 지점,전북,주택용,37415.49,4320165.0,370,22.77
2023-03,전북 지점,전북,상업용,14005.77,1633119.0,1462,2.81
2023-03,전북 지점,전북,산업용,50404.64,5852047.0,395,23.41
2023-03,전북 지점,전북,발전용,28547.49,3325503.0,860,7.53
2023-03,전남 지점,전남,주택용,27182.56,2768696.0,1169,6.08
2023-03,전남 지점,전남,상업용,10254.14,971211.0,3033,3.5
2023-03,전남 지점,전남,산업용,37801.96,3828482.0,1790,13.12
2023-03,전남 지점,전남,발전용,29958.68,3492392.0,2001,6.53
2023-03,경북 지점,경북,주택용,23300.82,2278335.0,238,8.94
2023-03,경북 지점,경북,상업용,13340.0,1169379.0,981,18.05
2023-03,경북 지점,경북,산업용,39592.5,3848669.0,4693,9.69
2023-03,경북 지점,경북,발전용,17583.75,1505520.0,1540,3.84
2023-03,경남 지점,경남,주택용,32187.48,3014061.0,1851,14.99
2023-03,경남 지점,경남,상업용,10159.64,1078217.0,2560,2.19
2023-03,경남 지점,경남,산업용,38013.78,3102815.0,3063,8.21
2023-03,경남 지점,경남,발전용,12608.31,1274244.0,346,3.8
2023-03,제주 지점,제주,주택용,15954.1,1881892.0,4796,4.26
2023-03,제주 지점,제주,상업용,15887.72,1333207.0,3586,3.58
2023-03,제주 지점,제주,산업용,58186.27,5108882.0,4668,13.51
2023-03,제주 지점,제주,발전용,15745.65,1337071.0,1609,3.65
2023-04,서울 지점,서울,주택용,29089.68,2960702.0,3069,7.16
2023-04,서울 지점,서울,상업용,22794.9,2465947.0,2596,6.33
2023-04,서울 지점,서울,산업용,34311.12,3539714.0,1312,7.36
2023-04,서울 지점,서울,발전용,12489.54,1059593.0,2122,3.25
2023-04,부산 지점,부산,주택용,20056.5,2396431.0,2746,4.04
2023-04,부산 지점,부산,상업용,10887.18,1055538.0,4192,2.23
2023-04,부산 지점,부산,산업용,24519.72,2839417.0,2281,14.08
2023-04,부산 지점,부산,발전용,20629.0,1950358.0,1095,16.03
2023-04,대구 지점,대구,주택용,24253.88,2285485.0,2404,9.05
2023-04,대구 지점,대구,상업용,14258.71,1206960.0,2379,4.57
2023-04,대구 지점,대구,산업용,30754.87,2584172.0,2086,11.25
2023-04,대구 지점,대구,발전용,16847.48,1489568.0,2639,3.58
2023-04,인천 지점,인천,주택용,28026.42,2958763.0,4583,15.12
2023-04,인천 지점,인천,상업용,14973.73,1697167.0,1858,3.4
2023-04,인천 지점,인천,산업용,33762.93,3093659.0,3620,17.97
2023-04,인천 지점,인천,발전용,20216.69,1915164.0,4339,5.01
2023-04,광주 지점,광주,주택용,21166.65,2385824.0,4275,21.96
2023-04,광주 지점,광주,상업용,15667.93,1468377.0,4101,4.35
2023-04,광주 지점,광주,산업용,31093.41,3683223.0,166,8.89
2023-04,광주 지점,광주,발전용,24479.28,2035049.0,874,7.87
2023-04,대전 지점,대전,주택용,38441.44,3500076.0,1605,7.96
2023-04,대전 지점,대전,상업용,15214.86,1726538.0,1016,8.42
2023-04,대전 지점,대전,산업용,34995.35,3134479.0,2988,12.54
2023-04,대전 지점,대전,발전용,34214.32,3817469.0,1349,13.02
2023-04,울산 지점,울산,주택용,19531.84,2215641.0,4612,37.93
2023-04,울산 지점,울산,상업용,9556.17,876268.0,1092,6.92
2023-04,울산 지점,울산,산업용,41755.46,3738662.0,807,16.72
2023-04,울산 지점,울산,발전용,22857.98,2313863.0,2568,8.66
2023-04,경기 지점,경기,주택용,32180.04,2611180.0,4163,11.79
2023-04,경기 지점,경기,상업용,11511.89,1298836.0,2489,3.15
2023-04,경기 지점,경기,산업용,19636.1,1703314.0,4031,7.63
2023-04,경기 지점,경기,발전용,14318.65,1214313.0,4468,4.64
2023-04,강원 지점,강원,주택용,23647.76,2073451.0,2664,43.63
2023-04,강원 지점,강원,상업용,18966.9,1692844.0,2653,10.43
2023-04,강원 지점,강원,산업용,34716.27,3708051.0,4979,7.4
2023-04,강원 지점,강원,발전용,15759.52,1511140.0,4083,6.88
2023-04,충북 지점,충북,주택용,17141.67,1434600.0,1862,3.75
2023-04,충북 지점,충북,상업용,10541.83,1086603.0,3344,9.25
2023-04,충북 지점,충북,산업용,52756.07,4441065.0,1689,41.84
2023-04,충북 지점,충북,발전용,13208.13,1420742.0,3898,3.49
2023-04,충남 지점,충남,주택용,28523.66,2931413.0,1771,24.13
2023-04,충남 지점,충남,상업용,8865.7,1010668.0,3642,3.08
2023-04,충남 지점,충남,산업용,23969.39,2614099.0,365,9.82
2023-04,충남 지점,충남,발전용,27964.41,2816161.0,253,7.57
2023-04,전북 지점,전북,주택용,35234.51,3565558.0,2310,30.96
2023-04,전북 지점,전북,상업용,8436.69,778281.0,1572,5.49
2023-04,전북 지점,전북,산업용,32530.64,3484842.0,4822,21.86
2023-04,전북 지점,전북,발전용,32936.49,3484312.0,881,9.09
2023-04,전남 지점,전남,주택용,24928.64,2086013.0,1200,41.41
2023-04,전남 지점,전남,상업용,11887.55,1389563.0,3872,2.96
2023-04,전남 지점,전남,산업용,26001.25,3045616.0,1673,9.51
2023-04,전남 지점,전남,발전용,16091.79,1535262.0,2483,5.84
2023-04,경북 지점,경북,주택용,23012.85,2396793.0,3656,19.52
2023-04,경북 지점,경북,상업용,10087.54,1106255.0,909,19.44
2023-04,경북 지점,경북,산업용,21434.43,2356394.0,2492,14.67
2023-04,경북 지점,경북,발전용,19352.22,2058629.0,628,36.31
2023-04,경남 지점,경남,주택용,20682.94,2241009.0,932,23.08
2023-04,경남 지점,경남,상업용,13467.73,1560801.0,4333,19.89
2023-04,경남 지점,경남,산업용,35921.63,3447900.0,401,23.63
2023-04,경남 지점,경남,발전용,13977.19,1482848.0,1431,82.71
2023-04,제주 지점,제주,주택용,35978.96,3531506.0,2893,12.03
2023-04,제주 지점,제주,상업용,12607.23,1434402.0,3548,2.55
2023-04,제주 지점,제주,산업용,33155.38,2988618.0,3524,7.15
2023-04,제주 지점,제주,발전용,22612.45,2312559.0,2118,11.39
2023-05,서울 지점,서울,주택용,32318.07,2747714.0,1289,6.6
2023-05,서울 지점,서울,상업용,10368.3,999981.0,3846,10.4
2023-05,서울 지점,서울,산업용,21841.26,2544758.0,3137,65.79
2023-05,서울 지점,서울,발전용,13065.6,1258417.0,1355,4.95
2023-05,부산 지점,부산,주택용,19897.56,1843609.0,899,4.53
2023-05,부산 지점,부산,상업용,22004.55,2419759.0,3467,8.75
2023-05,부산 지점,부산,산업용,20977.92,2139431.0,1215,4.48
2023-05,부산 지점,부산,발전용,16569.89,1590812.0,4954,3.8
2023-05,대구 지점,대구,주택용,23739.69,2143880.0,3991,58.47
2023-05,대구 지점,대구,상업용,15804.73,1449169.0,2650,39.32
2023-05,대구 지점,대구,산업용,44990.71,4695283.0,812,9.76
2023-05,대구 지점,대구,발전용,11851.4,1408872.0,2009,11.68
2023-05,인천 지점,인천,주택용,22416.32,1878524.0,567,14.06
2023-05,인천 지점,인천,상업용,12093.44,1250588.0,1065,3.11
2023-05,인천 지점,인천,산업용,33956.39,3234562.0,4353,7.78
2023-05,인천 지점,인천,발전용,23937.33,2492368.0,649,32.26
2023-05,광주 지점,광주,주택용,28301.3,3128208.0,855,18.31
2023-05,광주 지점,광주,상업용,12342.89,1194958.0,1789,8.72
2023-05,광주 지점,광주,산업용,25010.63,2154665.0,2012,12.73
2023-05,광주 지점,광주,발전용,12387.65,1332065.0,107,4.6
2023-05,대전 지점,대전,주택용,26551.98,3014841.0,652,34.94
2023-05,대전 지점,대전,상업용,10409.57,1022357.0,4860,2.86
2023-05,대전 지점,대전,산업용,45078.3,4970403.0,1022,9.32
2023-05,대전 지점,대전,발전용,15446.45,1712851.0,3049,8.71
2023-05,울산 지점,울산,주택용,30509.45,2995323.0,4054,10.17
2023-05,울산 지점,울산,상업용,15106.29,1356927.0,572,14.28
2023-05,울산 지점,울산,산업용,28447.48,2335830.0,4644,33.04
2023-05,울산 지점,울산,발전용,13012.42,1057220.0,3759,8.01
2023-05,경기 지점,경기,주택용,19661.41,1885636.0,1319,4.54
2023-05,경기 지점,경기,상업용,17246.02,1496788.0,3144,3.61
2023-05,경기 지점,경기,산업용,32611.27,3150049.0,893,19.17
2023-05,경기 지점,경기,발전용,22946.78,2175114.0,1216,12.4
2023-05,강원 지점,강원,주택용,21766.44,2203175.0,4058,6.22
2023-05,강원 지점,강원,상업용,19250.14,2291597.0,3136,22.13
2023-05,강원 지점,강원,산업용,37425.02,4473431.0,1521,9.97
2023-05,강원 지점,강원,발전용,16312.54,1713899.0,2965,6.1
2023-05,충북 지점,충북,주택용,33683.43,3116069.0,502,8.25
2023-05,충북 지점,충북,상업용,20926.56,1698262.0,3139,13.62
2023-05,충북 지점,충북,산업용,51144.98,5336614.0,4641,115.98
2023-05,충북 지점,충북,발전용,19016.5,1612806.0,3917,7.75
2023-05,충남 지점,충남,주택용,14500.38,1613172.0,1490,11.96
2023-05,충남 지점,충남,상업용,13531.76,1464975.0,3270,6.89
2023-05,충남 지점,충남,산업용,40015.61,3987807.0,1345,261.54
2023-05,충남 지점,충남,발전용,15652.5,1754683.0,2507,16.98
2023-05,전북 지점,전북,주택용,24061.78,1979227.0,3875,10.04
2023-05,전북 지점,전북,상업용,10786.44,951241.0,2080,3.55
2023-05,전북 지점,전북,산업용,28120.52,2674595.0,2859,9.78
2023-05,전북 지점,전북,발전용,18964.39,2223308.0,1288,4.31
2023-05,전남 지점,전남,주택용,26080.2,2250890.0,4919,8.93
2023-05,전남 지점,전남,상업용,8211.51,841789.0,4946,22.37
2023-05,전남 지점,전남,산업용,39702.17,3719086.0,838,29.26
2023-05,전남 지점,전남,발전용,9336.46,943640.0,2752,3.89
2023-05,경북 지점,경북,주택용,17813.16,1533826.0,2740,10.18
2023-05,경북 지점,경북,상업용,15825.55,1688780.0,902,8.72
2023-05,경북 지점,경북,산업용,37289.64,4468923.0,3595,15.41
2023-05,경북 지점,경북,발전용,10229.06,1128635.0,2323,3.7
2023-05,경남 지점,경남,주택용,24099.38,1988413.0,3805,6.88
2023-05,경남 지점,경남,상업용,8312.45,676185.0,884,2.97
2023-05,경남 지점,경남,산업용,29160.29,3278042.0,4334,7.66
2023-05,경남 지점,경남,발전용,24002.4,2585740.0,4287,176.49
2023-05,제주 지점,제주,주택용,24686.05,2793010.0,1994,104.6
2023-05,제주 지점,제주,상업용,12033.52,1440728.0,514,27.23
2023-05,제주 지점,제주,산업용,20004.58,1839359.0,4796,4.28
2023-05,제주 지점,제주,발전용,12822.67,1304598.0,3080,10.54
2023-06,서울 지점,서울,주택용,22321.33,1884808.0,2000,9.63
2023-06,서울 지점,서울,상업용,13346.89,1486881.0,2766,14.59
2023-06,서울 지점,서울,산업용,37476.67,4214121.0,207,13.72
2023-06,서울 지점,서울,발전용,12534.16,1277682.0,2927,13.38
2023-06,부산 지점,부산,주택용,26350.08,2996850.0,691,5.71
2023-06,부산 지점,부산,상업용,17975.81,1519387.0,4503,5.73
2023-06,부산 지점,부산,산업용,32493.78,2894334.0,2374,12.64
2023-06,부산 지점,부산,발전용,26537.88,2396837.0,191,8.31
2023-06,대구 지점,대구,주택용,35974.0,3006897.0,1718,12.46
2023-06,대구 지점,대구,상업용,7986.34,896774.0,1448,3.17
2023-06,대구 지점,대구,산업용,26957.63,2417028.0,3721,7.58
2023-06,대구 지점,대구,발전용,29819.0,3444362.0,2915,30.61
2023-06,인천 지점,인천,주택용,26927.55,2166619.0,734,5.75
2023-06,인천 지점,인천,상업용,13299.52,1443133.0,2155,3.71
2023-06,인천 지점,인천,산업용,22164.55,2341206.0,3922,5.04
2023-06,인천 지점,인천,발전용,15976.33,1718484.0,3819,8.99
2023-06,광주 지점,광주,주택용,21669.85,2529314.0,1179,5.86
2023-06,광주 지점,광주,상업용,14910.18,1730467.0,2650,3.77
2023-06,광주 지점,광주,산업용,30387.93,2449589.0,1092,12.42
2023-06,광주 지점,광주,발전용,29716.25,2478573.0,3165,13.91
2023-06,대전 지점,대전,주택용,17529.82,1624315.0,2494,4.01
2023-06,대전 지점,대전,상업용,14328.26,1604329.0,3595,16.74
2023-06,대전 지점,대전,산업용,50437.46,4378259.0,358,12.08
2023-06,대전 지점,대전,발전용,25081.34,2796037.0,884,7.08
2023-06,울산 지점,울산,주택용,21777.73,2488927.0,3210,129.63
2023-06,울산 지점,울산,상업용,12223.15,1057438.0,943,18.16
2023-06,울산 지점,울산,산업용,25070.6,2537039.0,2296,15.56
2023-06,울산 지점,울산,발전용,18690.35,1608996.0,4512,4.07
2023-06,경기 지점,경기,주택용,35033.27,3929697.0,2894,11.02
2023-06,경기 지점,경기,상업용,15054.25,1788060.0,4032,7.07
2023-06,경기 지점,경기,산업용,25642.09,2417149.0,1831,203.51
2023-06,경기 지점,경기,발전용,31463.46,3513895.0,4842,7.76
2023-06,강원 지점,강원,주택용,31954.34,3051978.0,1378,52.13
2023-06,강원 지점,강원,상업용,21265.9,1951326.0,4863,4.44
2023-06,강원 지점,강원,산업용,26329.52,3026394.0,3276,13.43
2023-06,강원 지점,강원,발전용,25739.27,2733977.0,912,13.65
2023-06,충북 지점,충북,주택용,26858.46,2682719.0,3437,10.85
2023-06,충북 지점,충북,상업용,13619.72,1567624.0,3218,6.57
2023-06,충북 지점,충북,산업용,31939.99,2680030.0,4466,11.27
2023-06,충북 지점,충북,발전용,22845.39,1846275.0,2693,117.16
2023-06,충남 지점,충남,주택용,21971.93,1952420.0,2825,5.26
2023-06,충남 지점,충남,상업용,16939.76,1597856.0,3272,7.43
2023-06,충남 지점,충남,산업용,27999.87,3044822.0,4847,12.2
2023-06,충남 지점,충남,발전용,20562.64,2014244.0,3619,10.25
2023-06,전북 지점,전북,주택용,18400.14,1498222.0,2390,4.13
2023-06,전북 지점,전북,상업용,6608.65,545506.0,125,24.12
2023-06,전북 지점,전북,산업용,18694.84,2026470.0,2167,43.28
2023-06,전북 지점,전북,발전용,22939.73,2430260.0,200,4.83
2023-06,전남 지점,전남,주택용,15099.52,1521389.0,3636,4.03
2023-06,전남 지점,전남,상업용,17823.27,1873230.0,4676,86.1
2023-06,전남 지점,전남,산업용,38235.34,4291489.0,2207,10.47
2023-06,전남 지점,전남,발전용,27178.21,2926012.0,3539,6.75
2023-06,경북 지점,경북,주택용,37045.23,4196767.0,918,16.33
2023-06,경북 지점,경북,상업용,9098.32,1021342.0,3627,1.96
2023-06,경북 지점,경북,산업용,29198.98,2833604.0,1087,32.37
2023-06,경북 지점,경북,발전용,20369.47,1751408.0,4520,4.27
2023-06,경남 지점,경남,주택용,37361.62,4232466.0,3785,51.11
2023-06,경남 지점,경남,상업용,14604.36,1316266.0,4055,14.3
2023-06,경남 지점,경남,산업용,21105.49,2454666.0,1694,31.74
2023-06,경남 지점,경남,발전용,14172.24,1291696.0,1345,93.86
2023-06,제주 지점,제주,주택용,17250.17,1460775.0,4162,7.02
2023-06,제주 지점,제주,상업용,12715.6,1198515.0,4827,3.35
2023-06,제주 지점,제주,산업용,40164.94,3449219.0,2521,8.34
2023-06,제주 지점,제주,발전용,17620.97,1879532.0,3370,3.68
2023-07,서울 지점,서울,주택용,13972.21,1542213.0,4202,10.89
2023-07,서울 지점,서울,상업용,12871.42,1391631.0,2477,13.59
2023-07,서울 지점,서울,산업용,29750.69,2868800.0,4222,8.92
2023-07,서울 지점,서울,발전용,20737.23,2422272.0,1940,5.88
2023-07,부산 지점,부산,주택용,23275.49,2473903.0,3203,4.79
2023-07,부산 지점,부산,상업용,16712.08,1631610.0,3563,13.46
2023-07,부산 지점,부산,산업용,20724.59,2350637.0,4057,31.54
2023-07,부산 지점,부산,발전용,20502.05,2162878.0,610,5.85
2023-07,대구 지점,대구,주택용,16787.06,1875744.0,2754,15.4
2023-07,대구 지점,대구,상업용,13937.82,1566853.0,2077,29.34
2023-07,대구 지점,대구,산업용,26659.85,3019799.0,706,39.97
2023-07,대구 지점,대구,발전용,16958.44,1407614.0,3809,8.99
2023-07,인천 지점,인천,주택용,16565.23,1399153.0,381,12.0
2023-07,인천 지점,인천,상업용,9436.61,809323.0,1696,16.3
2023-07,인천 지점,인천,산업용,26477.75,2809811.0,1038,30.75
2023-07,인천 지점,인천,발전용,28342.63,2525240.0,3397,5.94
